map2	map2	mpp	0	1		0	3.9997	0	3.9997
map2	mpp	map2	0	2		0	3.9997	0	3.9997
map2	mpp	map2	0	3		0	3.9997	6.70898	10.7087
map2	mpp	map2	0	4		1.24555	3.9997	1.99945	7.2447
map2	mpp	map2	0	5		0	3.9997	3.67995	7.67965
map2	mpp	map2	0	6		0.201433	3.9997	2.0858	6.28693
map2	mpp	map2	0	7		0	3.9997	0	3.9997
map2	mpp	map2	0	8		2.57241	3.9997	1.42384	7.99595
map2	mpp	map2	0	9		1.03781	3.9997	1.52508	6.5626
map2	mpp	map2	0	10		0	3.9997	0.887581	4.88728
map2	mpp	map2	0	11		0	3.9997	0	3.9997
map2	mpp	map2	0	12		0	3.9997	0	3.9997
map2	mpp	map2	0	13		0	3.9997	0	3.9997
map1	map1	map2	1	2		0	3.9997	0	3.9997
map2	map1	map2	1	3		0	3.56782	5.87893	9.44675
map2	map1	map2	1	4		2.46444	3.75807	3.27401	9.49652
map2	map1	map2	1	5		0	3.84035	3.83393	7.67428
map2	map1	map2	1	6		0.0238713	3.92023	2.34844	6.29254
map2	map1	map2	1	7		0	3.9997	0	3.9997
map2	map1	map2	1	8		0.890881	3.795	2.79973	7.48561
map2	map1	map2	1	9		0.775966	3.99047	0.827392	5.59382
map2	map1	map2	1	10		0	3.9997	1.00162	5.00132
map2	map1	map2	1	11		0	3.9997	0	3.9997
map2	map1	map2	1	12		0	3.9997	0	3.9997
map2	map1	map2	1	13		0	3.9997	0	3.9997
map2	mpp	map2	2	3		0	3.9997	6.55766	10.5574
map2	mpp	map2	2	4		1.42327	3.9997	1.42929	6.85227
map2	mpp	map2	2	5		0	3.9997	4.91684	8.91654
map2	mpp	map2	2	6		0	3.9997	3.33713	7.33683
map2	mpp	map2	2	7		0	3.9997	0	3.9997
map2	mpp	map2	2	8		2.17224	3.9997	2.10037	8.27231
map2	mpp	map2	2	9		0.443586	3.9997	0.533901	4.97718
map2	mpp	map2	2	10		0	3.9997	2.12878	6.12848
map2	mpp	map2	2	11		0	3.9997	0	3.9997
map2	mpp	map2	2	12		0	3.9997	0	3.9997
map2	mpp	map2	2	13		0	3.9997	0	3.9997
map2	mpp	map2	3	4		3.14316	3.9997	2.8032	9.94606
map2	mpp	map2	3	5		0	3.9997	6.1904	10.1901
map2	mpp	map1	3	6		0.0991692	3.9997	6.44447	10.5433
map2	mpp	map2	3	7		0.123335	3.9997	0.163121	4.28615
map2	mpp	map2	3	8		0.91753	3.9997	1.92587	6.84309
map2	mpp	map2	3	9		3.3583	3.9997	3.32716	10.6852
map2	mpp	map2	3	10		0	3.9997	4.86506	8.86476
map2	mpp	map2	3	11		0	3.9997	0	3.9997
map2	mpp	map2	3	12		0.911828	3.9997	0.603723	5.51525
map2	mpp	map2	3	13		0.328747	3.9997	0.163268	4.49171
map1	mpp	map2	4	5		2.89492	3.9997	2.52521	9.41983
map1	mpp	map1	4	6		0.937381	3.9997	2.4239	7.36098
map2	mpp	map1	4	7		0.929405	3.9997	3.33904	8.26814
map2	mpp	map2	4	8		2.5415	3.9997	1.90613	8.44733
map2	mpp	map2	4	9		1.02354	3.9997	1.90313	6.92636
map1	mpp	map2	4	10		1.91137	3.9997	0.146617	6.05768
map2	mpp	map2	4	11		1.25189	3.9997	0.27791	5.52949
map2	mpp	map2	4	12		0.432484	3.9997	0.445091	4.87727
map2	mpp	map2	4	13		0.186108	3.9997	0.0627728	4.24858
map2	mpp	map1	5	6		0.1643	3.9997	2.92562	7.08962
map2	mpp	map1	5	7		0	3.9997	3.71954	7.71924
map2	mpp	map1	5	8		0.294855	3.9997	1.85788	6.15243
map2	mpp	map2	5	9		2.22531	3.9997	1.50638	7.73138
map2	mpp	map1	5	10		0	3.9997	3.09861	7.09831
map2	mpp	map2	5	11		0.109631	3.9997	0.0328599	4.14219
map2	mpp	map2	5	12		1.46693	3.9997	1.30673	6.77337
map2	mpp	map2	5	13		0.653723	3.9997	0.667219	5.32064
map2	mpp	map2	6	7		0.334936	3.9997	0.211011	4.54564
map2	mpp	map2	6	8		2.28607	3.9997	0.595224	6.88099
map2	mpp	map2	6	9		1.21095	3.9997	1.77095	6.98161
map1	mpp	map2	6	10		0.0947486	3.9997	0.742143	4.83659
map2	mpp	map2	6	11		0.184929	3.9997	0.358512	4.54314
map2	mpp	map2	6	12		1.64693	3.9997	1.39641	7.04303
map2	mpp	map2	6	13		0.186992	3.9997	0.24166	4.42835
map1	mpp	map2	7	8		0.838773	3.9997	0.852165	5.69064
map1	mpp	map2	7	9		0.035807	3.9997	1.91067	5.94618
map1	mpp	map2	7	10		0	3.9997	0.470157	4.46985
map1	mpp	map2	7	11		0	3.9997	0	3.9997
map1	mpp	map2	7	12		0	3.9997	0	3.9997
map1	mpp	map2	7	13		0	3.9997	0	3.9997
map1	mpp	map2	8	9		2.86524	3.9997	0.84067	7.70561
map1	mpp	map2	8	10		1.76765	3.9997	0.324902	6.09225
map2	mpp	map2	8	11		0.668502	3.9997	0.692553	5.36075
map2	mpp	map2	8	12		0.309738	3.9997	0.335525	4.64496
map2	mpp	map2	8	13		0.462691	3.9997	0.767098	5.22949
map1	mpp	map1	9	10		0.866589	3.9997	1.92549	6.79178
map2	mpp	map2	9	11		0.100201	3.9997	0.145586	4.24548
map2	mpp	map2	9	12		0.739336	3.9997	0.47524	5.21427
map2	mpp	map2	9	13		0.570112	3.9997	0.626991	5.1968
map2	mpp	map2	10	11		0.0835497	3.9997	0.127166	4.21041
map2	mpp	map2	10	12		0.284341	3.9997	0.476131	4.76017
map2	mpp	map2	10	13		0.413328	3.9997	0.500267	4.91329
map1	mpp	map2	11	12		0	3.9997	0	3.9997
map1	mpp	map2	11	13		0	3.9997	0	3.9997
map2	mpp	map1	12	13		0	3.9997	0	3.9997
