map2	mpp	map1	3	6		0.0991692	3.9997	6.44447	10.5433	3.51445	0.656622
map2	mpp	map2	3	7		0.123335	3.9997	0.163121	4.28615	1.42872	0.356111
map2	mpp	map2	3	8		0.91753	3.9997	1.92587	6.84309	2.28103	0.531217
map2	mpp	map2	3	9		3.3583	3.9997	3.32716	10.6852	3.56172	0.767415
map2	mpp	map2	3	10		0	3.9997	4.86506	8.86476	2.95492	0.587079
map2	mpp	map2	3	11		0	3.9997	0	3.9997	1.33323	0.333315
map2	mpp	map2	3	12		0.911828	3.9997	0.603723	5.51525	1.83842	0.453658
map2	mpp	map2	3	13		0.328747	3.9997	0.163268	4.49171	1.49724	0.375026
map1	mpp	map2	4	5		2.89492	3.9997	2.52521	9.41983	3.13994	0.701113
map1	mpp	map1	4	6		0.937381	3.9997	2.4239	7.36098	2.45366	0.558938
map2	mpp	map1	4	7		0.929405	3.9997	3.33904	8.26814	2.75605	0.60286
map2	mpp	map2	4	8		2.5415	3.9997	1.90613	8.44733	2.81578	0.646771
map2	mpp	map2	4	9		1.02354	3.9997	1.90313	6.92636	2.30879	0.538529
map1	mpp	map2	4	10		1.91137	3.9997	0.146617	6.05768	2.01923	0.498965
map2	mpp	map2	4	11		1.25189	3.9997	0.27791	5.52949	1.84317	0.459493
map2	mpp	map2	4	12		0.432484	3.9997	0.445091	4.87727	1.62576	0.402855
map2	mpp	map2	4	13		0.186108	3.9997	0.0627728	4.24858	1.41619	0.355183
map2	mpp	map1	5	6		0.1643	3.9997	2.92562	7.08962	2.36321	0.516798
map2	mpp	map1	5	7		0	3.9997	3.71954	7.71924	2.57308	0.538254
map2	mpp	map1	5	8		0.294855	3.9997	1.85788	6.15243	2.05081	0.474072
map2	mpp	map2	5	9		2.22531	3.9997	1.50638	7.73138	2.57713	0.604089
map2	mpp	map1	5	10		0	3.9997	3.09861	7.09831	2.3661	0.509559
map2	mpp	map2	5	11		0.109631	3.9997	0.0328599	4.14219	1.38073	0.345998
map2	mpp	map2	5	12		1.46693	3.9997	1.30673	6.77337	2.25779	0.539342
map2	mpp	map2	5	13		0.653723	3.9997	0.667219	5.32064	1.77355	0.436189
map2	mpp	map2	6	7		0.334936	3.9997	0.211011	4.54564	1.51522	0.378778
map2	mpp	map2	6	8		2.28607	3.9997	0.595224	6.88099	2.29366	0.553632
map2	mpp	map2	6	9		1.21095	3.9997	1.77095	6.98161	2.3272	0.54607
map1	mpp	map2	6	10		0.0947486	3.9997	0.742143	4.83659	1.6122	0.390802
map2	mpp	map2	6	11		0.184929	3.9997	0.358512	4.54314	1.51438	0.3748
map2	mpp	map2	6	12		1.64693	3.9997	1.39641	7.04303	2.34768	0.557708
map2	mpp	map2	6	13		0.186992	3.9997	0.24166	4.42835	1.47612	0.367294
map1	mpp	map2	7	8		0.838773	3.9997	0.852165	5.69064	1.89688	0.46314
map1	mpp	map2	7	9		0.035807	3.9997	1.91067	5.94618	1.98206	0.452807
map1	mpp	map2	7	10		0	3.9997	0.470157	4.46985	1.48995	0.364577
map1	mpp	map2	7	11		0	3.9997	0	3.9997	1.33323	0.333315
map1	mpp	map2	7	12		0	3.9997	0	3.9997	1.33323	0.333315
map1	mpp	map2	7	13		0	3.9997	0	3.9997	1.33323	0.333315
map1	mpp	map2	8	9		2.86524	3.9997	0.84067	7.70561	2.56854	0.60571
map1	mpp	map2	8	10		1.76765	3.9997	0.324902	6.09225	2.03075	0.500709
map2	mpp	map2	8	11		0.668502	3.9997	0.692553	5.36075	1.78692	0.439031
map2	mpp	map2	8	12		0.309738	3.9997	0.335525	4.64496	1.54832	0.384735
map2	mpp	map2	8	13		0.462691	3.9997	0.767098	5.22949	1.74316	0.425883
map1	mpp	map1	9	10		0.866589	3.9997	1.92549	6.79178	2.26393	0.527039
map2	mpp	map2	9	11		0.100201	3.9997	0.145586	4.24548	1.41516	0.352756
map2	mpp	map2	9	12		0.739336	3.9997	0.47524	5.21427	1.73809	0.431222
map2	mpp	map2	9	13		0.570112	3.9997	0.626991	5.1968	1.73227	0.426494
map2	mpp	map2	10	11		0.0835497	3.9997	0.127166	4.21041	1.40347	0.349943
map2	mpp	map2	10	12		0.284341	3.9997	0.476131	4.76017	1.58672	0.391559
map2	mpp	map2	10	13		0.413328	3.9997	0.500267	4.91329	1.63776	0.404707
map1	mpp	map2	11	12		0	3.9997	0	3.9997	1.33323	0.333315
map1	mpp	map2	11	13		0	3.9997	0	3.9997	1.33323	0.333315
map2	mpp	map1	12	13		0	3.9997	0	3.9997	1.33323	0.333315
