map2	map2	mpp	0	1		0	3.9997	0	3.9997	1.33323	0.333315	map2	map1	0	1		6.57572	4.33765	10.9134	5.45669	0.692652	map2	map2	map1	map1	0	1		0	5.85766	0	3.9997	9.85736	2.46434	0.408706
map2	mpp	map2	0	2		0	3.9997	0	3.9997	1.33323	0.333315	map2	map2	0	2		0	9.81441	9.81441	4.90721	0.493275	map1	map2	map2	map2	0	2		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map2	mpp	map2	0	3		0	3.9997	6.70898	10.7087	3.56956	0.656547	map2	map2	0	3		5.2548	9.71086	14.9657	7.48283	0.853717	map2	mpp	map2	map1	0	3		0	5.99975	6.53759	3.65411	16.1915	4.04786	0.703074
map2	mpp	map2	0	4		1.24555	3.9997	1.99945	7.2447	2.4149	0.561109	map2	map2	0	4		1.02135	0.67594	1.69729	0.848645	0.133853	map2	mpp	map2	map1	0	4		0.2495	5.99975	0.177471	3.98685	10.4136	2.60339	0.446983
map2	mpp	map2	0	5		0	3.9997	3.67995	7.67965	2.55988	0.536475	map2	map2	0	5		1.76343	5.68908	7.45251	3.72626	0.468574	map2	mpp	map2	map1	0	5		1.38424	5.99975	1.91456	3.9997	13.2982	3.32456	0.637115
map2	mpp	map2	0	6		0.201433	3.9997	2.0858	6.28693	2.09564	0.477729	map2	map2	0	6		4.06336	1.80372	5.86708	2.93354	0.415901	map2	mpp	map2	map1	0	6		0.361607	5.99975	3.16845	3.88892	13.4187	3.35468	0.6176
map2	mpp	map2	0	7		0	3.9997	0	3.9997	1.33323	0.333315	map2	map1	0	7		0	4.87911	4.87911	2.43955	0.286644	map2	mpp	map1	map1	0	7		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map2	mpp	map2	0	8		2.57241	3.9997	1.42384	7.99595	2.66532	0.621964	map2	map2	0	8		2.45942	1.06493	3.52434	1.76218	0.266363	map2	mpp	map2	map1	0	8		0.0517212	5.99975	0.0305023	3.9997	10.0817	2.52042	0.419829
map2	mpp	map2	0	9		1.03781	3.9997	1.52508	6.5626	2.18753	0.518801	map2	map2	0	9		0.420053	1.06996	1.49001	0.745007	0.11024	map2	mpp	map2	map1	0	9		0.169584	5.99975	0.27574	3.9997	10.4448	2.61119	0.447339
map2	mpp	map2	0	10		0	3.9997	0.887581	4.88728	1.62909	0.390725	map2	map2	0	10		1.96659	0.623016	2.5896	1.2948	0.202147	map2	mpp	map2	map1	0	10		1.4879	5.99975	1.46301	3.41811	12.3688	3.09219	0.600042
map2	mpp	map2	0	11		0	3.9997	0	3.9997	1.33323	0.333315	map2	map2	0	11		0	0	0	0	0	map2	mpp	map2	map1	0	11		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map2	mpp	map2	0	12		0	3.9997	0	3.9997	1.33323	0.333315	map2	map2	0	12		0	0	0	0	0	map2	mpp	map2	map1	0	12		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map2	mpp	map2	0	13		0	3.9997	0	3.9997	1.33323	0.333315	map2	map2	0	13		0	0	0	0	0	map2	mpp	map2	map1	0	13		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map1	map1	map2	1	2		0	3.9997	0	3.9997	1.33323	0.333315	map1	map2	1	2		6.85467	9.70885	16.5635	8.28176	0.935844	map1	map1	map2	map2	1	2		0	5.86408	0	3.9997	9.86378	2.46595	0.408901
map2	map1	map2	1	3		0	3.56782	5.87893	9.44675	3.14892	0.599821	map2	map2	1	3		5.0517	8.67692	13.7286	6.86431	0.803711	map1	map1	map2	mpp	1	3		0	5.99975	6.29797	3.9997	16.2974	4.07435	0.707018
map2	map1	map2	1	4		2.46444	3.75807	3.27401	9.49652	3.16551	0.695792	map2	map2	1	4		1.97396	3.00991	4.98387	2.49193	0.348889	map2	map1	map2	mpp	1	4		3.0954	4.52871	2.99747	3.9997	14.6213	3.65532	0.741958
map2	map1	map2	1	5		0	3.84035	3.83393	7.67428	2.55809	0.533683	map2	map2	1	5		0.927151	1.04091	1.96806	0.984031	0.150529	map2	map1	map2	mpp	1	5		0.339895	5.9568	0.601987	3.9997	10.8984	2.7246	0.482126
map2	map1	map2	1	6		0.0238713	3.92023	2.34844	6.29254	2.09751	0.469928	map2	map2	1	6		1.20426	3.5737	4.77796	2.38898	0.321558	map2	map1	map2	mpp	1	6		0	5.99975	0.122821	3.9997	10.1223	2.53057	0.421754
map2	map1	map2	1	7		0	3.9997	0	3.9997	1.33323	0.333315	map2	map2	1	7		0	0	0	0	0	map2	map1	mpp	mpp	1	7		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map2	map1	map2	1	8		0.890881	3.795	2.79973	7.48561	2.4952	0.561497	map2	map2	1	8		1.54905	1.27108	2.82013	1.41006	0.213991	map2	map1	map2	mpp	1	8		1.1207	5.86448	0.584848	3.9997	11.5697	2.89243	0.537896
map2	map1	map2	1	9		0.775966	3.99047	0.827392	5.59382	1.86461	0.455864	map2	map2	1	9		0.626055	0.735539	1.36159	0.680797	0.105548	map2	map1	map2	mpp	1	9		0.373395	5.99975	0.43101	3.9997	10.8038	2.70096	0.475013
map2	map1	map2	1	10		0	3.9997	1.00162	5.00132	1.66711	0.397628	map2	map2	1	10		0.271066	2.09624	2.36731	1.18365	0.161316	map2	map1	map2	mpp	1	10		0.59283	5.86007	0.54742	3.9997	11	2.75	0.496097
map2	map1	map2	1	11		0	3.9997	0	3.9997	1.33323	0.333315	map2	map2	1	11		0	0	0	0	0	map2	map1	map2	mpp	1	11		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map2	map1	map2	1	12		0	3.9997	0	3.9997	1.33323	0.333315	map2	map2	1	12		0	0	0	0	0	map2	map1	map2	mpp	1	12		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map2	map1	map2	1	13		0	3.9997	0	3.9997	1.33323	0.333315	map2	map2	1	13		0	0	0	0	0	map2	map1	map2	mpp	1	13		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map2	mpp	map2	2	3		0	3.9997	6.55766	10.5574	3.51912	0.651209	map2	map2	2	3		5.39046	9.64784	15.0383	7.51915	0.858752	map2	map1	map2	map1	2	3		0	5.96041	6.65921	3.99609	16.6157	4.15393	0.717067
map2	mpp	map2	2	4		1.42327	3.9997	1.42929	6.85227	2.28409	0.543127	map2	map2	2	4		3.31604	1.4216	4.73764	2.36882	0.346031	map2	map1	map2	map1	2	4		1.17873	5.99654	0.506308	3.9997	11.6813	2.92032	0.540844
map2	mpp	map2	2	5		0	3.9997	4.91684	8.91654	2.97218	0.589174	map2	map2	2	5		3.84758	5.04969	8.89727	4.44863	0.578127	map2	map1	map2	map1	2	5		0.912268	5.99975	1.5021	3.9997	12.4138	3.10345	0.581844
map2	mpp	map2	2	6		0	3.9997	3.33713	7.33683	2.44561	0.520785	map2	map2	2	6		1.18953	3.0819	4.27143	2.13572	0.293782	map2	map1	map2	map1	2	6		0.00073677	5.70995	0.591533	3.8243	10.1265	2.53163	0.438782
map2	mpp	map2	2	7		0	3.9997	0	3.9997	1.33323	0.333315	map2	map1	2	7		0	9.49692	9.49692	4.74846	0.481623	map2	map1	map1	map1	2	7		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map2	mpp	map2	2	8		2.17224	3.9997	2.10037	8.27231	2.75744	0.633004	map2	map2	2	8		1.40716	1.55517	2.96233	1.48116	0.221149	map2	map1	map2	map1	2	8		0.599289	5.99975	0.599878	3.9997	11.1986	2.79965	0.504221
map2	mpp	map2	2	9		0.443586	3.9997	0.533901	4.97718	1.65906	0.409539	map2	map2	2	9		1.46119	1.07513	2.53632	1.26816	0.194673	map2	map1	map2	map1	2	9		0.43661	5.9869	1.14592	3.9997	11.5691	2.89228	0.524405
map2	mpp	map2	2	10		0	3.9997	2.12878	6.12848	2.04283	0.461004	map2	map2	2	10		0.999071	2.20475	3.20382	1.60191	0.228609	map2	map1	map2	map1	2	10		1.02101	4.7302	0.585835	3.20297	9.54002	2.385	0.467507
map2	mpp	map2	2	11		0	3.9997	0	3.9997	1.33323	0.333315	map2	map1	2	11		0	9.49692	9.49692	4.74846	0.481623	map2	map1	map2	map1	2	11		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map2	mpp	map2	2	12		0	3.9997	0	3.9997	1.33323	0.333315	map2	map2	2	12		0	0	0	0	0	map2	map1	map2	map1	2	12		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map2	mpp	map2	2	13		0	3.9997	0	3.9997	1.33323	0.333315	map2	map1	2	13		0	9.49692	9.49692	4.74846	0.481623	map2	map1	map2	map1	2	13		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map2	mpp	map2	3	4		3.14316	3.9997	2.8032	9.94606	3.31535	0.729835	map2	map1	3	4		2.91437	7.77703	10.6914	5.3457	0.639086	map2	mpp	map1	mpp	3	4		2.25305	5.99975	6.02985	3.9997	18.2823	4.57059	0.859495
map2	mpp	map2	3	5		0	3.9997	6.1904	10.1901	3.3967	0.638002	map2	map2	3	5		4.91282	4.91242	9.82525	4.91262	0.633623	map2	mpp	map2	mpp	3	5		3.68542	5.99975	6.33088	3.9997	20.0157	5.00394	0.943598
map2	mpp	map1	3	6		0.0991692	3.9997	6.44447	10.5433	3.51445	0.656622	map2	map2	3	6		4.79763	5.07618	9.87381	4.9369	0.635038	map2	mpp	map2	mpp	3	6		0	5.99975	6.14304	3.9997	16.1425	4.03562	0.702038
map2	mpp	map2	3	7		0.123335	3.9997	0.163121	4.28615	1.42872	0.356111	map2	map1	3	7		0.138807	9.68196	9.82076	4.91038	0.500846	map2	mpp	map1	mpp	3	7		0.342745	5.99975	6.32446	3.9997	16.6666	4.16666	0.737514
map2	mpp	map2	3	8		0.91753	3.9997	1.92587	6.84309	2.28103	0.531217	map2	map1	3	8		0.846401	9.51579	10.3622	5.1811	0.554866	map2	mpp	map2	mpp	3	8		2.50819	5.99975	2.59449	3.9997	15.1021	3.77553	0.739322
map2	mpp	map2	3	9		3.3583	3.9997	3.32716	10.6852	3.56172	0.767415	map2	map2	3	9		3.26759	1.03221	4.2998	2.1499	0.317914	map2	mpp	map2	mpp	3	9		1.04636	5.99975	3.04983	3.9997	14.0956	3.52391	0.66857
map2	mpp	map2	3	10		0	3.9997	4.86506	8.86476	2.95492	0.587079	map2	map2	3	10		2.7735	2.52384	5.29734	2.64867	0.377046	map2	mpp	map2	mpp	3	10		3.43817	5.99975	4.36495	3.9997	17.8026	4.45064	0.863075
map2	mpp	map2	3	11		0	3.9997	0	3.9997	1.33323	0.333315	map2	map1	3	11		0	9.99985	9.99985	4.99993	0.499995	map2	mpp	map2	mpp	3	11		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map2	mpp	map2	3	12		0.911828	3.9997	0.603723	5.51525	1.83842	0.453658	map2	map1	3	12		0.236945	9.42187	9.65881	4.82941	0.499896	map2	mpp	map2	mpp	3	12		0	5.99975	1.01827	3.9997	11.0177	2.75443	0.479857
map2	mpp	map2	3	13		0.328747	3.9997	0.163268	4.49171	1.49724	0.375026	map2	map1	3	13		0.0583522	9.68276	9.74111	4.87056	0.493709	map2	mpp	map2	mpp	3	13		0.31519	5.99975	0.320495	3.9997	10.6351	2.65878	0.462766
map1	mpp	map2	4	5		2.89492	3.9997	2.52521	9.41983	3.13994	0.701113	map1	map2	4	5		0.837213	3.84145	4.67866	2.33933	0.306293	map1	mpp	map2	mpp	4	5		1.50791	5.99975	3.22502	3.9997	14.7324	3.68309	0.707901
map1	mpp	map1	4	6		0.937381	3.9997	2.4239	7.36098	2.45366	0.558938	map1	map2	4	6		0.242832	0.921298	1.16413	0.582065	0.0851422	map1	mpp	map2	mpp	4	6		0.693233	5.99975	0.642239	3.9997	11.3349	2.83373	0.514232
map2	mpp	map1	4	7		0.929405	3.9997	3.33904	8.26814	2.75605	0.60286	map1	map1	4	7		3.26237	4.68846	7.95083	3.97541	0.524061	map2	mpp	map1	mpp	4	7		1.07727	5.99975	0.371637	3.9997	11.4484	2.86209	0.524873
map2	mpp	map2	4	8		2.5415	3.9997	1.90613	8.44733	2.81578	0.646771	map2	map1	4	8		1.35835	1.37369	2.73204	1.36602	0.205977	map2	mpp	map2	mpp	4	8		0.855379	5.99975	0.797628	3.9997	11.6525	2.91311	0.536281
map2	mpp	map2	4	9		1.02354	3.9997	1.90313	6.92636	2.30879	0.538529	map1	map2	4	9		2.56679	1.67253	4.23932	2.11966	0.312291	map1	mpp	map2	mpp	4	9		2.14858	5.99975	2.1263	3.9997	14.2743	3.56858	0.695871
map1	mpp	map2	4	10		1.91137	3.9997	0.146617	6.05768	2.01923	0.498965	map1	map2	4	10		3.15159	0.553904	3.7055	1.85275	0.278477	map1	mpp	map2	mpp	4	10		1.09798	5.99975	4.40669	3.9997	15.5041	3.87603	0.728423
map2	mpp	map2	4	11		1.25189	3.9997	0.27791	5.52949	1.84317	0.459493	map1	map1	4	11		3.98043	1.34234	5.32277	2.66139	0.382163	map1	mpp	map2	mpp	4	11		2.96656	5.99975	0.753139	3.9997	13.7191	3.42979	0.663719
map2	mpp	map2	4	12		0.432484	3.9997	0.445091	4.87727	1.62576	0.402855	map1	map2	4	12		0	0	0	0	0	map1	mpp	map2	mpp	4	12		2.32998	5.99975	0.456509	3.9997	12.7859	3.19648	0.610065
map2	mpp	map2	4	13		0.186108	3.9997	0.0627728	4.24858	1.41619	0.355183	map1	map1	4	13		2.35968	2.23726	4.59694	2.29847	0.332094	map1	mpp	map2	mpp	4	13		3.36352	5.99975	0.250649	3.9997	13.6136	3.4034	0.650743
map2	mpp	map1	5	6		0.1643	3.9997	2.92562	7.08962	2.36321	0.516798	map1	map2	5	6		2.62098	2.92722	5.5482	2.7741	0.389629	map1	mpp	map1	mpp	5	6		2.75022	5.99975	2.85892	3.9997	15.6086	3.90215	0.764836
map2	mpp	map1	5	7		0	3.9997	3.71954	7.71924	2.57308	0.538254	map2	map1	5	7		0	0	0	0	0	map2	mpp	map1	mpp	5	7		0.0226925	5.99975	1.45959	3.9997	11.4817	2.87043	0.507421
map2	mpp	map1	5	8		0.294855	3.9997	1.85788	6.15243	2.05081	0.474072	map2	map1	5	8		2.58887	4.74285	7.33171	3.66586	0.482246	map2	mpp	map1	mpp	5	8		1.92218	5.99975	1.04423	3.9997	12.9659	3.24146	0.622942
map2	mpp	map2	5	9		2.22531	3.9997	1.50638	7.73138	2.57713	0.604089	map2	map1	5	9		2.22107	1.41286	3.63393	1.81697	0.272067	map2	mpp	map1	mpp	5	9		1.00849	5.99975	0	3.9997	11.0079	2.75198	0.494096
