map2	map2	map1	map1	0	1		0	5.85766	0	3.9997	9.85736
map1	map2	map2	map2	0	2		0	5.99975	0	3.9997	9.99944
map2	mpp	map2	map1	0	3		0	5.99975	6.53759	3.65411	16.1915
map2	mpp	map2	map1	0	4		0.2495	5.99975	0.177471	3.98685	10.4136
map2	mpp	map2	map1	0	5		1.38424	5.99975	1.91456	3.9997	13.2982
map2	mpp	map2	map1	0	6		0.361607	5.99975	3.16845	3.88892	13.4187
map2	mpp	map1	map1	0	7		0	5.99975	0	3.9997	9.99944
map2	mpp	map2	map1	0	8		0.0517212	5.99975	0.0305023	3.9997	10.0817
map2	mpp	map2	map1	0	9		0.169584	5.99975	0.27574	3.9997	10.4448
map2	mpp	map2	map1	0	10		1.4879	5.99975	1.46301	3.41811	12.3688
map2	mpp	map2	map1	0	11		0	5.99975	0	3.9997	9.99944
map2	mpp	map2	map1	0	12		0	5.99975	0	3.9997	9.99944
map2	mpp	map2	map1	0	13		0	5.99975	0	3.9997	9.99944
map1	map1	map2	map2	1	2		0	5.86408	0	3.9997	9.86378
map1	map1	map2	mpp	1	3		0	5.99975	6.29797	3.9997	16.2974
map2	map1	map2	mpp	1	4		3.0954	4.52871	2.99747	3.9997	14.6213
map2	map1	map2	mpp	1	5		0.339895	5.9568	0.601987	3.9997	10.8984
map2	map1	map2	mpp	1	6		0	5.99975	0.122821	3.9997	10.1223
map2	map1	mpp	mpp	1	7		0	5.99975	0	3.9997	9.99944
map2	map1	map2	mpp	1	8		1.1207	5.86448	0.584848	3.9997	11.5697
map2	map1	map2	mpp	1	9		0.373395	5.99975	0.43101	3.9997	10.8038
map2	map1	map2	mpp	1	10		0.59283	5.86007	0.54742	3.9997	11
map2	map1	map2	mpp	1	11		0	5.99975	0	3.9997	9.99944
map2	map1	map2	mpp	1	12		0	5.99975	0	3.9997	9.99944
map2	map1	map2	mpp	1	13		0	5.99975	0	3.9997	9.99944
map2	map1	map2	map1	2	3		0	5.96041	6.65921	3.99609	16.6157
map2	map1	map2	map1	2	4		1.17873	5.99654	0.506308	3.9997	11.6813
map2	map1	map2	map1	2	5		0.912268	5.99975	1.5021	3.9997	12.4138
map2	map1	map2	map1	2	6		0.00073677	5.70995	0.591533	3.8243	10.1265
map2	map1	map1	map1	2	7		0	5.99975	0	3.9997	9.99944
map2	map1	map2	map1	2	8		0.599289	5.99975	0.599878	3.9997	11.1986
map2	map1	map2	map1	2	9		0.43661	5.9869	1.14592	3.9997	11.5691
map2	map1	map2	map1	2	10		1.02101	4.7302	0.585835	3.20297	9.54002
map2	map1	map2	map1	2	11		0	5.99975	0	3.9997	9.99944
map2	map1	map2	map1	2	12		0	5.99975	0	3.9997	9.99944
map2	map1	map2	map1	2	13		0	5.99975	0	3.9997	9.99944
map2	mpp	map1	mpp	3	4		2.25305	5.99975	6.02985	3.9997	18.2823
map2	mpp	map2	mpp	3	5		3.68542	5.99975	6.33088	3.9997	20.0157
map2	mpp	map2	mpp	3	6		0	5.99975	6.14304	3.9997	16.1425
map2	mpp	map1	mpp	3	7		0.342745	5.99975	6.32446	3.9997	16.6666
map2	mpp	map2	mpp	3	8		2.50819	5.99975	2.59449	3.9997	15.1021
map2	mpp	map2	mpp	3	9		1.04636	5.99975	3.04983	3.9997	14.0956
map2	mpp	map2	mpp	3	10		3.43817	5.99975	4.36495	3.9997	17.8026
map2	mpp	map2	mpp	3	11		0	5.99975	0	3.9997	9.99944
map2	mpp	map2	mpp	3	12		0	5.99975	1.01827	3.9997	11.0177
map2	mpp	map2	mpp	3	13		0.31519	5.99975	0.320495	3.9997	10.6351
map1	mpp	map2	mpp	4	5		1.50791	5.99975	3.22502	3.9997	14.7324
map1	mpp	map2	mpp	4	6		0.693233	5.99975	0.642239	3.9997	11.3349
map2	mpp	map1	mpp	4	7		1.07727	5.99975	0.371637	3.9997	11.4484
map2	mpp	map2	mpp	4	8		0.855379	5.99975	0.797628	3.9997	11.6525
map1	mpp	map2	mpp	4	9		2.14858	5.99975	2.1263	3.9997	14.2743
map1	mpp	map2	mpp	4	10		1.09798	5.99975	4.40669	3.9997	15.5041
map1	mpp	map2	mpp	4	11		2.96656	5.99975	0.753139	3.9997	13.7191
map1	mpp	map2	mpp	4	12		2.32998	5.99975	0.456509	3.9997	12.7859
map1	mpp	map2	mpp	4	13		3.36352	5.99975	0.250649	3.9997	13.6136
map1	mpp	map1	mpp	5	6		2.75022	5.99975	2.85892	3.9997	15.6086
map2	mpp	map1	mpp	5	7		0.0226925	5.99975	1.45959	3.9997	11.4817
map2	mpp	map1	mpp	5	8		1.92218	5.99975	1.04423	3.9997	12.9659
map2	mpp	map1	mpp	5	9		1.00849	5.99975	0	3.9997	11.0079
map1	mpp	map2	mpp	5	10		1.00906	5.99975	2.49776	3.9997	13.5063
map2	mpp	map1	mpp	5	11		0.0624781	5.99975	3.83393	3.9997	13.8959
map1	mpp	map2	mpp	5	12		2.61335	5.99975	1.44924	3.9997	14.062
map2	mpp	map2	mpp	5	13		0.261111	5.99975	0.78879	3.9997	11.0493
map2	mpp	map1	mpp	6	7		0.00456797	5.99975	4.7013	3.9997	14.7053
map2	mpp	map1	mpp	6	8		0.626546	5.99975	0	3.9997	10.626
map2	mpp	map1	mpp	6	9		0.29544	5.99975	0.733823	3.9997	11.0287
map2	mpp	map2	mpp	6	10		0.193034	5.99975	0.592805	3.9997	10.7853
map2	mpp	map1	mpp	6	11		0.0110515	5.99975	3.54454	3.9997	13.555
map1	mpp	map2	mpp	6	12		0.192739	5.99975	1.84632	3.9997	12.0385
map2	mpp	map2	mpp	6	13		0.271573	5.99975	0.29795	3.9997	10.569
map1	mpp	map2	mpp	7	8		0.446335	5.99975	0	3.9997	10.4458
map1	mpp	map2	mpp	7	9		0.229577	5.99975	2.85859	3.9997	13.0876
map1	mpp	map2	mpp	7	10		0.192002	5.99975	2.89391	3.9997	13.0854
map1	mpp	map2	mpp	7	11		0	5.99975	0	3.9997	9.99944
map1	mpp	map2	mpp	7	12		0	5.99975	0	3.9997	9.99944
map1	mpp	map2	mpp	7	13		0	5.99975	0	3.9997	9.99944
map1	mpp	map2	mpp	8	9		0.551793	5.99975	0.961717	3.9997	11.513
map1	mpp	map2	mpp	8	10		2.28067	5.99975	0.389456	3.9997	12.6696
map1	mpp	map2	mpp	8	11		0.29433	5.99975	0.231198	3.9997	10.525
map1	mpp	map2	mpp	8	12		1.82864	5.99975	0.451219	3.9997	12.2793
map1	mpp	map2	mpp	8	13		1.61112	5.99975	0.624781	3.9997	12.2353
map1	mpp	map2	mpp	9	10		0.292073	5.99975	0.61036	3.9997	10.9019
map2	mpp	map2	mpp	9	11		0.665496	5.99975	0.161554	3.9997	10.8265
map1	mpp	map2	mpp	9	12		0.0481847	5.99975	0.0727929	3.9997	10.1204
map1	mpp	map2	mpp	9	13		0.446104	5.99975	0.199517	3.9997	10.6451
map2	mpp	map1	mpp	10	11		0	5.99975	0	3.9997	9.99944
map1	mpp	map1	mpp	10	12		0.714363	5.99975	1.52482	3.9997	12.2386
map2	mpp	map1	mpp	10	13		0.305855	5.99975	3.14213	3.9997	13.4474
map1	mpp	map2	mpp	11	12		0	5.99975	0	3.9997	9.99944
map1	mpp	map2	mpp	11	13		0	5.99975	0	3.9997	9.99944
map2	mpp	map1	mpp	12	13		0	5.99975	0	3.9997	9.99944
